Address,City,Name,URL,Program Details,School District,Image,Formatted Address,latlong,lat,long
627 S Acme Rd,"San Antonio, TX",Wrenn Middle School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"627 S Acme Rd, San Antonio, TX 78237, USA","29.4230784,-98.5883282",29.4230784,-98.5883282
607 SW 34th St,"San Antonio, TX",Edgewood Fine Arts Academy,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"607 SW 34th St, San Antonio, TX 78237, USA","29.4217888,-98.56926879999999",29.4217888,-98.5692688
607 SW 34th St,"San Antonio, TX",Emma Frey Alternative School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"607 SW 34th St, San Antonio, TX 78237, USA","29.4217888,-98.56926879999999",29.4217888,-98.5692688
1922 S Gen McMullen,"San Antonio, TX",John F. Kennedy High School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"1922 S General McMullen Dr, San Antonio, TX 78226, USA","29.395525,-98.557227",29.395525,-98.557227
1227 Memorial St,"San Antonio, TX",Memorial High School,https://www.eisd.net/…/F…/Health%20Update/Closure%20FAQs.pdf,drive-up Grab and Go meal at all Edgewood ISD campuses.  (Breakfast from 7:30 am – 9:30 am)  (Lunch from 11:30 am – 1:30 pm),Edgewood ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/edgewoodisd.png,"1227 Memorial St, San Antonio, TX 78228, USA","29.4466919,-98.56439739999999",29.4466919,-98.5643974
422 W HUTCHINS PL,"San Antonio, TX",Terrell Wells Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"422 W Hutchins Pl, San Antonio, TX 78221, USA","29.344625,-98.50914399999999",29.344625,-98.509144
743 W Southcross Blvd,"San Antonio, TX",Leal Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"743 W Southcross Blvd, San Antonio, TX 78211, USA","29.3690569,-98.5213837",29.3690569,-98.5213837
300 W Huff Ave,"San Antonio, TX",Harlandale Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"300 W Huff Ave, San Antonio, TX 78214, USA","29.3638155,-98.4987436",29.3638155,-98.4987436
422 E Ashley Rd,"San Antonio, TX",Kingsborough Middle School,https://www.facebook.com/…/a.54852505520…/3088466911206232/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,Harlandale ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/harlandaleisd.jpg,"422 E Ashley Rd, San Antonio, TX 78221, USA","29.3332091,-98.49616619999999",29.3332091,-98.4961662
11843 Vance Jackson,"San Antonio, TX",Hobby MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"11843 Vance Jackson Rd, San Antonio, TX 78230, USA","29.5501555,-98.57064229999999",29.5501555,-98.5706423
1256 Pinn Rd,"San Antonio, TX",Jones MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"1256 Pinn Rd, San Antonio, TX 78227, USA","29.4226864,-98.6219299",29.4226864,-98.6219299
200 Grosenbacher N,"San Antonio, TX",Luna MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"200 N Grosenbacher Rd, San Antonio, TX 78253, USA","29.4340669,-98.73719",29.4340669,-98.73719
5227 Evers Rd,"San Antonio, TX",Neff MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"5227 Evers Rd, San Antonio, TX 78238, USA","29.4835162,-98.5900322",29.4835162,-98.5900322
201 Hunt Lane,"San Antonio, TX",Pease MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"201 Hunt Ln, San Antonio, TX 78245, USA","29.434189,-98.6699919",29.434189,-98.6699919
1400 Cedarhurst,"San Antonio, TX",Rayburn MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"1400 Cedarhurst Dr, San Antonio, TX 78227, USA","29.3820974,-98.6382151",29.3820974,-98.6382151
3630 Callaghan,"San Antonio, TX",Ross MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"3630 Callaghan Rd, San Antonio, TX 78228, USA","29.4572706,-98.6008658",29.4572706,-98.6008658
6558 Horn Blvd,"San Antonio, TX",Rudder MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"6558 Horn Blvd, San Antonio, TX 78240, USA","29.53927029999999,-98.6164969",29.5392703,-98.6164969
13200 Skyhawk,"San Antonio, TX",Stinson MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"13200 Skyhawk Dr, San Antonio, TX 78249, USA","29.563636,-98.6502835",29.563636,-98.6502835
2120 N. Ellison,"San Antonio, TX",Vale MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"2120 N Ellison Dr, San Antonio, TX 78251, USA","29.4555269,-98.69392839999999",29.4555269,-98.6939284
9410 Timber Path,"San Antonio, TX",Zachry MS,https://www.nisd.net/…/nisd-offer-food-kits-and-online-inst…,Each car or vehicle will be able to pick up one food and supply kit. 8 - 10 a.m. and 4 - 6 p.m.,Northside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northsideisd_0.jpg,"9410 Timber Path, San Antonio, TX 78250, USA","29.4928744,-98.6822399",29.4928744,-98.6822399
1725 Palo Alto Rd,"San Antonio, TX",Palo Alto ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"1725 Palo Alto Rd, San Antonio, TX 78211, USA","29.3344143,-98.5533037",29.3344143,-98.5533037
500 Price Ave,"San Antonio, TX",Carrillo ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"500 Price Ave, San Antonio, TX 78211, USA","29.3600889,-98.5587109",29.3600889,-98.5587109
7138 Five Palms Dr,"San Antonio, TX",Five Palms ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"7138 Five Palms Dr, San Antonio, TX 78242, USA","29.358916,-98.61477699999999",29.358916,-98.614777
7811 Kindred St,"San Antonio, TX",Kindred ES,https://www.facebook.com/…/a.4252205621…/10159693678282178/…,curbside pickup of breakfast 7:30 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:30 p.m.,South San ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/soutsanisd.png,"7811 Kindred St, San Antonio, TX 78224, USA","29.3501097,-98.5513189",29.3501097,-98.5513189
2250 Pue Rd,"San Antonio, TX",Big Country Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"2250 Pue Rd, San Antonio, TX 78245, USA","29.40573,-98.6986051",29.40573,-98.6986051
3022 Reforma Dr,"San Antonio, TX",Bob Hope Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"3022 Reforma Dr, San Antonio, TX 78211, USA","29.3221928,-98.55570689999999",29.3221928,-98.5557069
5102 Trading Post,"San Antonio, TX",Hidden Cove Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"5102 Trading Post, San Antonio, TX 78242, USA","29.3394291,-98.5993261",29.3394291,-98.5993261
8911 Excellence Dr,"San Antonio, TX",Medio Creek Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"8911 Excellence Dr, San Antonio, TX 78252, USA","29.3397642,-98.6310929",29.3397642,-98.6310929
5902 Fishers Bend St,"San Antonio, TX",Sky Harbour Elementary School,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"5902 Fishers Bend St, San Antonio, TX 78242, USA","29.336134,-98.61295299999999",29.336134,-98.612953
11914 Dragon Ln,"San Antonio, TX",Southwest Elementary school,https://www.facebook.com/…/a.3999011730…/10157436915188068/…,curbside pickup of breakfast 7 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,Southwest ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southwestisd.jpg,"11914 Dragon Ln, San Antonio, TX 78252, USA","29.3087035,-98.67316849999999",29.3087035,-98.6731685
5311 Merlin Drive,"San Antonio, TX",Camelot Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"5311 Merlin Dr, San Antonio, TX 78218, USA","29.5012859,-98.387503",29.5012859,-98.387503
200 Lemonwood,"San Antonio, TX",Castle Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"200 Lemonwood Dr, San Antonio, TX 78213, USA","29.52109729999999,-98.5196624",29.5210973,-98.5196624
4311 Clear Spring,"San Antonio, TX",Clear Spring Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"4311 Clearspring Dr, San Antonio, TX 78217, USA","29.5300199,-98.4075429",29.5300199,-98.4075429
302 Heimer Road,"San Antonio, TX",Coker Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"302 Heimer Rd, San Antonio, TX 78232, USA","29.5650381,-98.4755569",29.5650381,-98.4755569
2627 Kerrybrook Court,"San Antonio, TX",Colonial Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"2627 Kerrybrook Ct, San Antonio, TX 78230, USA","29.516039,-98.5363124",29.516039,-98.5363124
7235 Dewhurst Road,"San Antonio, TX",Dellview Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"7235 Dewhurst Rd, San Antonio, TX 78213, USA","29.5009375,-98.5445501",29.5009375,-98.5445501
4415 Bloomdale,"San Antonio, TX",East Terrell Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"4415 Bloomdale, San Antonio, TX 78218, USA","29.490266,-98.4058898",29.490266,-98.4058898
12634 El Sendero,"San Antonio, TX",El Dorado Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"12634 El Sendero St, San Antonio, TX 78233, USA","29.5510255,-98.39401009999999",29.5510255,-98.3940101
6111 Fox Creek,"San Antonio, TX","Fox Run Elementary,",https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"6111 Fox Creek St, San Antonio, TX 78247, USA","29.587947,-98.3676368",29.587947,-98.3676368
10727 Memory Lane,"San Antonio, TX",Harmony Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"10727 Memory Ln, San Antonio, TX 78216, USA","29.5388258,-98.5007973",29.5388258,-98.5007973
16311 Huebner,"San Antonio, TX",Huebner Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"16311 Huebner Rd, San Antonio, TX 78248, USA","29.587541,-98.53206499999999",29.587541,-98.532065
1701 Jackson-Keller,"San Antonio, TX",Jackson-Keller Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"1701 Jackson Keller Rd, San Antonio, TX 78213, USA","29.511235,-98.51995099999999",29.511235,-98.519951
1802 Larkspur,"San Antonio, TX",Larkspur Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"1802 Larkspur Dr, San Antonio, TX 78213, USA","29.5434389,-98.521582",29.5434389,-98.521582
15806 O’Connor,"San Antonio, TX",Longs Creek Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"15806 O'Connor Rd, San Antonio, TX 78247, USA","29.5888329,-98.395467",29.5888329,-98.395467
7047 Montgomery Drive,"San Antonio, TX",Montgomery Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"7047 Montgomery Dr, San Antonio, TX 78239, USA","29.511479,-98.349576",29.511479,-98.349576
13901 Higgins Road,"San Antonio, TX",Northern Hills Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"13901 Higgins Rd, San Antonio, TX 78217, USA","29.5680626,-98.3958031",29.5680626,-98.3958031
519 Pike Road,"San Antonio, TX",Northwood Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"519 Pike Rd, San Antonio, TX 78209, USA","29.506146,-98.44058899999999",29.506146,-98.440589
3250 Nacogdoches Road,"San Antonio, TX",Oak Grove Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"3250 Nacogdoches Rd, San Antonio, TX 78217, USA","29.5271948,-98.4364136",29.5271948,-98.4364136
2800 Hunters Green,"San Antonio, TX",Oak Meadow Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"2800 Hunters Green, San Antonio, TX 78231, USA","29.5685328,-98.53934699999999",29.5685328,-98.539347
1103 Allena,"San Antonio, TX",Olmos Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"1103 Allena Dr, San Antonio, TX 78213, USA","29.497141,-98.51547699999999",29.497141,-98.515477
16650 Redland Road,"San Antonio, TX",Redland Oaks Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"16650 Redland Rd, San Antonio, TX 78247, USA","29.5922963,-98.43093139999999",29.5922963,-98.4309314
10222 Broadway,"San Antonio, TX",Regency Place Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"10222 Broadway St, San Antonio, TX 78217, USA","29.5330241,-98.4474915",29.5330241,-98.4474915
8223 N. McCullough,"San Antonio, TX",Ridgeview Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"8223 McCullough Ave, San Antonio, TX 78216, USA","29.512857,-98.492974",29.512857,-98.492974
5933 Royal Ridge,"San Antonio, TX",Royal Ridge Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"5933 Royal Ridge, San Antonio, TX 78239, USA","29.5348785,-98.3705476",29.5348785,-98.3705476
2569 NE Loop 410,"San Antonio, TX",Serna Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"2569 NE Interstate 410 Loop, San Antonio, TX 78217, USA","29.5175617,-98.41427879999999",29.5175617,-98.4142788
5222 Stahl Road,"San Antonio, TX",Stahl Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"5222 Stahl Rd, San Antonio, TX 78247, USA","29.58190309999999,-98.3857431",29.5819031,-98.3857431
5100 Knoll Creek,"San Antonio, TX",Steubing Ranch Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"5100 Knollcreek Dr, San Antonio, TX 78247, USA","29.59439979999999,-98.3881195",29.5943998,-98.3881195
4618 Walzem Road,"San Antonio, TX",Walzem Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"4618 Walzem Rd, San Antonio, TX 78218, USA","29.509064,-98.4012939",29.509064,-98.4012939
3250 Thousand Oaks,"San Antonio, TX",Wetmore Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"3250 Thousand Oaks Dr, San Antonio, TX 78247, USA","29.5700102,-98.4349587",29.5700102,-98.4349587
6523 Cascade,"San Antonio, TX",Wilshire Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"6523 Cascade Pl, San Antonio, TX 78218, USA","29.487771,-98.42371999999999",29.487771,-98.42372
465 Faircrest,"San Antonio, TX",Windcrest Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"465 Faircrest Dr, Windcrest, TX 78239, USA","29.518272,-98.382835",29.518272,-98.382835
5602 Fountainwood,"San Antonio, TX",Woodstone Elementary,https://www.neisd.net/site/default.aspx…,Curbside meal sites will be open from 11:30 a.m. – 1:30 p.m. daily,North East ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/northeastisd.jpg,"5602 Fountainwood, San Antonio, TX 78233, USA","29.5645746,-98.37602729999999",29.5645746,-98.3760273
9142 FM78,"Converse, TX",Judson High School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"9142 FM78, Converse, TX 78109, USA","29.5107049,-98.30816329999999",29.5107049,-98.3081633
3000 N Foster Rd,"San Antonio, TX",Wagner High School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"3000 N Foster Rd, San Antonio, TX 78244, USA","29.4566422,-98.3569359",29.4566422,-98.3569359
8439 Athenian Dr,Universal City,Olympia Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"8439 Athenian Dr, Universal City, TX 78148, USA","29.568789,-98.318096",29.568789,-98.318096
2440 Ackerman Rd,"San Antonio, TX",Hopkins Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"2440 Ackerman Rd, Kirby, TX 78219, USA","29.4522538,-98.37945219999999",29.4522538,-98.3794522
3635 Candleglenn,"San Antonio, TX",Candlewood Elementary School,https://www.judsonisd.org/site/default.aspx…,curbside pickup of breakfast 8:00 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 12:00 p.m.,Judson ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/judsonisd.png,"3635 Candleglenn, San Antonio, TX 78244, USA","29.4578787,-98.3687497",29.4578787,-98.3687497
7607 N New Braunfels Ave,"San Antonio, TX",Alamo Heights Junior School,http://www.ahisd.net/ne…/what_s_new/drive-_thru_meal_service,Curbside pickup 8:00AM - 10:00AM,Alamo Heights ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/alamoheightsisd.png,"7607 N New Braunfels Ave, San Antonio, TX 78209, USA","29.5014762,-98.4603272",29.5014762,-98.4603272
3223 S Loop 1604 E,"San Antonio, TX",Southside Heritage Elementary,https://www.facebook.com/southsideisd/posts/2904315356258071?__xts__[0]=68.ARBM6Xs2dosOVybQgxTcTilt1b3OYCJYqf8OD47-Er-PXmsIfJLyesrfD8JQDmsaafmyW4_gKGXoeLqNbbNnpOB_oJGv9LckxrbvQ1Igjfr1CXj7C5L1nfcYCfh-gwmz3mV7yZpdGcT1Tb7QNArUf5nGO6Bhhqr-D9dYnwKTbgLwM-m3hAb,Curbside pickup at 12:00PM,Southside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southsideisd.jpg,"3223 S Loop 1604 E, San Antonio, TX 78221, USA","29.2220348,-98.442157",29.2220348,-98.442157
